experiment_name,model_type,accuracy,macro_f1,weighted_f1,loss,scene_accuracy,joint_accuracy,training_time,avg_test_time_per_sample,status,notes
missing_modality_baseline_gesture,baseline,0.9825268817204301,0.9820306361052079,0.9824002073887215,0.09069844401912183,0.5389784946236559,0.0,2.9399,0.00018,completed,
