experiment_name,model_type,accuracy,macro_f1,weighted_f1,loss,scene_accuracy,joint_accuracy,training_time,avg_test_time_per_sample,status,notes
modal_noise_baseline_audio_20,baseline,0.9838709677419355,0.9832662696791558,0.9837540506034471,0.07485494541344784,0.49193548387096775,0.0,1.5267,0.000194,completed,
