2026-07-13 03:58:58 | INFO | improved_missing_imu_text | seed=42 cuda_available=True
2026-07-13 03:58:58 | INFO | improved_missing_imu_text | indexed_sample_count=39 missing_items_count=0
2026-07-13 03:58:59 | INFO | improved_missing_imu_text | epoch=1 train_loss=1.4894 train_acc=0.3793 val_loss=2.8176 val_acc=0.0067 val_macro_f1=0.0103
2026-07-13 03:58:59 | INFO | improved_missing_imu_text | epoch=2 train_loss=0.8219 train_acc=0.7081 val_loss=4.7136 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:58:59 | INFO | improved_missing_imu_text | epoch=3 train_loss=0.5726 train_acc=0.7829 val_loss=4.6906 val_acc=0.0436 val_macro_f1=0.0602
2026-07-13 03:59:00 | INFO | improved_missing_imu_text | epoch=4 train_loss=0.4411 train_acc=0.8166 val_loss=6.6880 val_acc=0.0235 val_macro_f1=0.0343
2026-07-13 03:59:00 | INFO | improved_missing_imu_text | epoch=5 train_loss=0.3577 train_acc=0.8535 val_loss=6.9627 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:00 | INFO | improved_missing_imu_text | loaded_best_checkpoint epoch=3 val_macro_f1=0.0602
2026-07-13 03:59:00 | INFO | improved_missing_imu_text | final_metrics={'accuracy': 0.22580645161290322, 'macro_f1': 0.18413270347761104, 'weighted_f1': 0.1915150796476472, 'loss': 3.4771226836789038, 'scene_accuracy': 0.5591397849462365, 'joint_accuracy': 0.0, 'experiment_name': 'improved_missing_imu_text', 'model_type': 'ReliabilityGatedMultimodalModel', 'training_time': 1.7741, 'avg_test_time_per_sample': 0.000158, 'training_time_total_sec': 1.774055, 'avg_training_time_per_sample_sec': 0.000373879, 'testing_time_total_sec': 0.117552, 'avg_testing_time_per_sample_sec': 0.000158, 'sample_count_train': 949, 'processed_train_sample_visits': 4745, 'sample_count_test': 744, 'epochs': 5, 'batch_size': 64, 'learning_rate': 0.001, 'device': 'cuda', 'seed': 42, 'best_epoch': 3, 'best_val_macro_f1': 0.06018518518518518, 'status': 'completed', 'notes': '', 'use_reliability_gate': True, 'use_modality_dropout': True, 'use_text_compression': True, 'text_token_count': 1, 'target_modality': 'none', 'noise_ratio': 'none', 'missing_modalities': 'imu+text', 'ablation_variant': 'none'}
