2026-07-13 03:59:14 | INFO | term_paper_compression_dropout | seed=42 cuda_available=True
2026-07-13 03:59:15 | INFO | term_paper_compression_dropout | indexed_sample_count=39 missing_items_count=0
2026-07-13 03:59:15 | INFO | term_paper_compression_dropout | epoch=1 train_loss=1.4291 train_acc=0.4679 val_loss=1.2512 val_acc=0.4765 val_macro_f1=0.3991
2026-07-13 03:59:15 | INFO | term_paper_compression_dropout | epoch=2 train_loss=0.3821 train_acc=0.9283 val_loss=0.2867 val_acc=0.9362 val_macro_f1=0.7919
2026-07-13 03:59:16 | INFO | term_paper_compression_dropout | epoch=3 train_loss=0.0996 train_acc=0.9747 val_loss=1.1476 val_acc=0.6376 val_macro_f1=0.6205
2026-07-13 03:59:16 | INFO | term_paper_compression_dropout | epoch=4 train_loss=0.0395 train_acc=0.9884 val_loss=0.5931 val_acc=0.7987 val_macro_f1=0.7395
2026-07-13 03:59:16 | INFO | term_paper_compression_dropout | epoch=5 train_loss=0.0266 train_acc=0.9926 val_loss=0.2185 val_acc=0.9530 val_macro_f1=0.7963
2026-07-13 03:59:16 | INFO | term_paper_compression_dropout | loaded_best_checkpoint epoch=5 val_macro_f1=0.7963
2026-07-13 03:59:17 | INFO | term_paper_compression_dropout | final_metrics={'accuracy': 0.9717741935483871, 'macro_f1': 0.9700315427099367, 'weighted_f1': 0.9716839392833276, 'loss': 0.12684651724593612, 'scene_accuracy': 0.4314516129032258, 'joint_accuracy': 0.0, 'experiment_name': 'term_paper_compression_dropout', 'model_type': 'ReliabilityGatedMultimodalModel', 'training_time': 1.4581, 'avg_test_time_per_sample': 0.00015, 'training_time_total_sec': 1.458119, 'avg_training_time_per_sample_sec': 0.000307296, 'testing_time_total_sec': 0.111939, 'avg_testing_time_per_sample_sec': 0.000150456, 'sample_count_train': 949, 'processed_train_sample_visits': 4745, 'sample_count_test': 744, 'epochs': 5, 'batch_size': 64, 'learning_rate': 0.001, 'device': 'cuda', 'seed': 42, 'best_epoch': 5, 'best_val_macro_f1': 0.7963113693419333, 'status': 'completed', 'notes': '', 'use_reliability_gate': False, 'use_modality_dropout': True, 'use_text_compression': True, 'text_token_count': 1, 'target_modality': 'none', 'noise_ratio': 'none', 'missing_modalities': 'none', 'ablation_variant': 'term_paper_compression_dropout', 'ablation_condition': 'clean'}
