2026-07-13 03:59:03 | INFO | term_paper_compression_only | seed=42 cuda_available=True
2026-07-13 03:59:04 | INFO | term_paper_compression_only | indexed_sample_count=39 missing_items_count=0
2026-07-13 03:59:04 | INFO | term_paper_compression_only | epoch=1 train_loss=1.3801 train_acc=0.4932 val_loss=1.1991 val_acc=0.5872 val_macro_f1=0.5044
2026-07-13 03:59:04 | INFO | term_paper_compression_only | epoch=2 train_loss=0.2905 train_acc=0.9621 val_loss=0.2890 val_acc=0.9396 val_macro_f1=0.7844
2026-07-13 03:59:05 | INFO | term_paper_compression_only | epoch=3 train_loss=0.0564 train_acc=0.9884 val_loss=0.2071 val_acc=0.9396 val_macro_f1=0.7878
2026-07-13 03:59:05 | INFO | term_paper_compression_only | epoch=4 train_loss=0.0249 train_acc=0.9937 val_loss=0.2064 val_acc=0.9564 val_macro_f1=0.7945
2026-07-13 03:59:05 | INFO | term_paper_compression_only | epoch=5 train_loss=0.0115 train_acc=0.9989 val_loss=0.1827 val_acc=0.9564 val_macro_f1=0.7973
2026-07-13 03:59:05 | INFO | term_paper_compression_only | loaded_best_checkpoint epoch=5 val_macro_f1=0.7973
2026-07-13 03:59:06 | INFO | term_paper_compression_only | final_metrics={'accuracy': 0.9825268817204301, 'macro_f1': 0.9815421974233615, 'weighted_f1': 0.9823606322298121, 'loss': 0.07885373586047721, 'scene_accuracy': 0.46908602150537637, 'joint_accuracy': 0.0, 'experiment_name': 'term_paper_compression_only', 'model_type': 'ReliabilityGatedMultimodalModel', 'training_time': 1.6262, 'avg_test_time_per_sample': 0.000199, 'training_time_total_sec': 1.626236, 'avg_training_time_per_sample_sec': 0.000342726, 'testing_time_total_sec': 0.148113, 'avg_testing_time_per_sample_sec': 0.000199077, 'sample_count_train': 949, 'processed_train_sample_visits': 4745, 'sample_count_test': 744, 'epochs': 5, 'batch_size': 64, 'learning_rate': 0.001, 'device': 'cuda', 'seed': 42, 'best_epoch': 5, 'best_val_macro_f1': 0.7973028115982972, 'status': 'completed', 'notes': '', 'use_reliability_gate': False, 'use_modality_dropout': False, 'use_text_compression': True, 'text_token_count': 1, 'target_modality': 'none', 'noise_ratio': 'none', 'missing_modalities': 'none', 'ablation_variant': 'term_paper_compression_only', 'ablation_condition': 'clean'}
