2026-07-13 03:59:22 | INFO | term_paper_proposed_missing_text | seed=42 cuda_available=True
2026-07-13 03:59:22 | INFO | term_paper_proposed_missing_text | indexed_sample_count=39 missing_items_count=0
2026-07-13 03:59:23 | INFO | term_paper_proposed_missing_text | epoch=1 train_loss=1.5555 train_acc=0.3414 val_loss=2.4832 val_acc=0.0470 val_macro_f1=0.0381
2026-07-13 03:59:23 | INFO | term_paper_proposed_missing_text | epoch=2 train_loss=0.9155 train_acc=0.6765 val_loss=4.4190 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:24 | INFO | term_paper_proposed_missing_text | epoch=3 train_loss=0.5800 train_acc=0.7640 val_loss=5.6724 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:24 | INFO | term_paper_proposed_missing_text | epoch=4 train_loss=0.3892 train_acc=0.8525 val_loss=7.6907 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:24 | INFO | term_paper_proposed_missing_text | epoch=5 train_loss=0.3089 train_acc=0.8757 val_loss=7.6553 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:24 | INFO | term_paper_proposed_missing_text | loaded_best_checkpoint epoch=1 val_macro_f1=0.0381
2026-07-13 03:59:25 | INFO | term_paper_proposed_missing_text | final_metrics={'accuracy': 0.29973118279569894, 'macro_f1': 0.23152587639836483, 'weighted_f1': 0.23669142999667467, 'loss': 1.9824428917259298, 'scene_accuracy': 0.26881720430107525, 'joint_accuracy': 0.0, 'experiment_name': 'term_paper_proposed_missing_text', 'model_type': 'ReliabilityGatedMultimodalModel', 'training_time': 1.9091, 'avg_test_time_per_sample': 0.000155, 'training_time_total_sec': 1.909144, 'avg_training_time_per_sample_sec': 0.000402349, 'testing_time_total_sec': 0.1153, 'avg_testing_time_per_sample_sec': 0.000154973, 'sample_count_train': 949, 'processed_train_sample_visits': 4745, 'sample_count_test': 744, 'epochs': 5, 'batch_size': 64, 'learning_rate': 0.001, 'device': 'cuda', 'seed': 42, 'best_epoch': 1, 'best_val_macro_f1': 0.03812285223367697, 'status': 'completed', 'notes': '', 'use_reliability_gate': True, 'use_modality_dropout': True, 'use_text_compression': True, 'text_token_count': 1, 'target_modality': 'none', 'noise_ratio': 'none', 'missing_modalities': 'text', 'ablation_variant': 'term_paper_proposed', 'ablation_condition': 'missing_text'}
