2026-07-13 03:59:17 | INFO | term_paper_compression_dropout_missing_text | seed=42 cuda_available=True
2026-07-13 03:59:17 | INFO | term_paper_compression_dropout_missing_text | indexed_sample_count=39 missing_items_count=0
2026-07-13 03:59:18 | INFO | term_paper_compression_dropout_missing_text | epoch=1 train_loss=1.5384 train_acc=0.3846 val_loss=2.6272 val_acc=0.0201 val_macro_f1=0.0219
2026-07-13 03:59:18 | INFO | term_paper_compression_dropout_missing_text | epoch=2 train_loss=0.9041 train_acc=0.6776 val_loss=4.2442 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:18 | INFO | term_paper_compression_dropout_missing_text | epoch=3 train_loss=0.5752 train_acc=0.7829 val_loss=5.3245 val_acc=0.0101 val_macro_f1=0.0294
2026-07-13 03:59:18 | INFO | term_paper_compression_dropout_missing_text | epoch=4 train_loss=0.3694 train_acc=0.8620 val_loss=6.4915 val_acc=0.0168 val_macro_f1=0.0211
2026-07-13 03:59:19 | INFO | term_paper_compression_dropout_missing_text | epoch=5 train_loss=0.2791 train_acc=0.8851 val_loss=6.7964 val_acc=0.0000 val_macro_f1=0.0000
2026-07-13 03:59:19 | INFO | term_paper_compression_dropout_missing_text | loaded_best_checkpoint epoch=3 val_macro_f1=0.0294
2026-07-13 03:59:19 | INFO | term_paper_compression_dropout_missing_text | final_metrics={'accuracy': 0.17876344086021506, 'macro_f1': 0.15713731354201904, 'weighted_f1': 0.1605842462820104, 'loss': 3.3044051508749686, 'scene_accuracy': 0.3763440860215054, 'joint_accuracy': 0.0, 'experiment_name': 'term_paper_compression_dropout_missing_text', 'model_type': 'ReliabilityGatedMultimodalModel', 'training_time': 1.4644, 'avg_test_time_per_sample': 0.000145, 'training_time_total_sec': 1.464385, 'avg_training_time_per_sample_sec': 0.000308616, 'testing_time_total_sec': 0.108108, 'avg_testing_time_per_sample_sec': 0.000145307, 'sample_count_train': 949, 'processed_train_sample_visits': 4745, 'sample_count_test': 744, 'epochs': 5, 'batch_size': 64, 'learning_rate': 0.001, 'device': 'cuda', 'seed': 42, 'best_epoch': 3, 'best_val_macro_f1': 0.02936507936507936, 'status': 'completed', 'notes': '', 'use_reliability_gate': False, 'use_modality_dropout': True, 'use_text_compression': True, 'text_token_count': 1, 'target_modality': 'none', 'noise_ratio': 'none', 'missing_modalities': 'text', 'ablation_variant': 'term_paper_compression_dropout', 'ablation_condition': 'missing_text'}
