experiment_name,model_type,accuracy,macro_f1,weighted_f1,loss,scene_accuracy,joint_accuracy,training_time,avg_test_time_per_sample,status,notes
improved_missing_audio_text,ReliabilityGatedMultimodalModel,0.24327956989247312,0.19369098429262335,0.20016267722473335,2.073767033956384,0.42338709677419356,0.0,1.7666,0.000158,completed,
